id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,zipcode
48938871,Hollywood Hills Glam Paradise w/Pool & Views,394419007,Leo,City of Los Angeles,Hollywood Hills West,34.10381,-118.38638,Entire home/apt,1500,3,33,2023-01-24,1.52,3,212,15,Los Angeles,90069.0
13094235,Redondo Beach Traveller's Room,71187698,Jerry,Other Cities,Redondo Beach,33.8868,-118.37318,Private room,75,1,1,2016-05-24,0.01,1,0,0,Los Angeles,90278.0
757189656690231193,"Luxurious stay: 20 min to Disney, Airport, Beaches",486110888,Excellent,Other Cities,Downey,33.91755,-118.11339,Entire home/apt,106,1,8,2023-03-03,2.14,1,70,8,Los Angeles,90242.0
50895849,Beach Paradise Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16441,-118.45678,Private room,99,30,0,,,1003,365,0,Los Angeles,91403.0
53468606,East Lancaster Home w/ Gym and Pool,432968295,Dylan,Other Cities,Lancaster,34.66942,-118.06949,Private room,37,3,17,2023-03-01,1.13,2,88,12,Los Angeles,93535.0
770883582692241042,Tropical Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.1624,-118.45513,Private room,89,30,0,,,1003,364,0,Los Angeles,91403.0
719856152993876979,New Listing! 2br Furnished Apartment on Gordon St Hollywood,395672427,RedAwning,City of Los Angeles,Hollywood,34.0997,-118.3192,Entire home/apt,344,30,0,,,7,119,0,Los Angeles,90028.0
45289546,Cozy Studio near Shadow Hills,250312632,Hoss,City of Los Angeles,Pacoima,34.24443,-118.416,Entire home/apt,50,30,8,2022-11-30,0.26,42,62,1,Los Angeles,91331.0
14469875,Beverly Hills Sanctuary,84150653,Lindsey,Other Cities,Beverly Hills,34.06476,-118.40355,Entire home/apt,100,30,20,2021-03-01,0.25,1,0,0,Los Angeles,90212.0
46049753,Midcentury Modern home with tons of Natural light!,130590240,Kate,City of Los Angeles,Valley Glen,34.19552,-118.41077,Entire home/apt,316,3,70,2023-01-15,2.79,1,123,34,Los Angeles,91605.0
796377998583962368,Cozy Queen Bed Private Apt,489668629,Andre,Other Cities,Beverly Hills,34.06100200849431,-118.3847266465027,Entire home/apt,150,1,0,,,70,364,0,Los Angeles,90211.0
26035307,"Resort Style Living DTLA, Staples Center/LA Live",12983488,Anna,City of Los Angeles,Downtown,34.04069,-118.26268,Entire home/apt,200,30,30,2019-08-01,0.57,1,87,0,Los Angeles,90015.0
824985904462898295,Spacious Sunny Side Room B,496209450,Huan Yu,Other Cities,San Gabriel,34.08182117876394,-118.10402266642372,Private room,65,2,0,,,2,90,0,Los Angeles,91776.0
52283291,Nice Unit close to beaches LAX SoFi Utube Theater,423175976,Lourdes,Other Cities,Hawthorne,33.92682,-118.36335,Entire home/apt,192,2,23,2023-02-19,1.62,2,364,19,Los Angeles,90250.0
677311192953375784,★ MAJESTIC 2B2B HOME WITH KING AND QUEEN BED★,259441045,Leon,Other Cities,La Puente,34.0276,-117.94975,Entire home/apt,106,1,36,2023-02-13,4.91,34,320,36,Los Angeles,91744.0
13683769,New studio in LA foothills!,14969591,Eleonora,City of Los Angeles,Sunland,34.25609,-118.31806,Entire home/apt,105,30,37,2022-03-31,0.9,1,335,1,Los Angeles,91040.0
606410523814360657,Beach Bungalow Blocks from the Beach!,398808233,Fernanda,Other Cities,Hermosa Beach,33.85934,-118.39532,Entire home/apt,210,3,16,2023-02-25,1.5,1,211,16,Los Angeles,90254.0
816685836339202981,Ktown 1BD Apt W/Great Amenities,405333928,Yilian,City of Los Angeles,Westlake,34.05888081292832,-118.28745553075252,Entire home/apt,120,30,0,,,20,124,0,Los Angeles,90005.0
45205687,Charming Two Bd Santa Monica,50859042,Sydny,Other Cities,Santa Monica,34.02724,-118.48414,Entire home/apt,302,2,70,2023-02-09,2.62,1,66,26,Los Angeles,90404.0
10194572,Stunning 5BR Culver City Home Available for Easter,13231841,Jerusha,Other Cities,Culver City,34.0136,-118.39738,Entire home/apt,283,2,1,2016-08-15,0.01,2,0,0,Los Angeles,90232.0
25999242,"Comfort Living, Home Away From Home.",195022227,Esther,City of Los Angeles,Westlake,34.05415,-118.26154,Entire home/apt,200,30,49,2020-03-09,0.86,3,0,0,Los Angeles,90071.0
39625708,SPECIAL RATE Gated Architectural View Compound,3296001,Jason,City of Los Angeles,Venice,33.99061,-118.46977,Entire home/apt,900,30,1,2021-04-14,0.04,2,0,0,Los Angeles,90291.0
745262669997989609,Apt on Hollywood Walk of Fame *Monthly Discount*,110742019,Kenny,City of Los Angeles,Hollywood,34.10178,-118.33329,Entire home/apt,265,30,0,,,2,167,0,Los Angeles,90028.0
37756486,CHIC & pretty WALK OF FAME apartment,87369769,Sammy,City of Los Angeles,Hollywood,34.09515,-118.34472,Entire home/apt,142,1,331,2023-02-25,7.65,5,70,81,Los Angeles,90046.0
706729170695601275,Gorgeous Home Near Stadiums + Parking,411367084,Natalie And,Other Cities,Inglewood,33.95181,-118.327,Entire home/apt,136,2,20,2023-02-27,3.35,5,329,20,Los Angeles,90305.0
18718463,Sleep in the Magnolia Treehouse,6829,Barrett,City of Los Angeles,Mid-City,34.04388,-118.3314,Private room,70,30,109,2020-08-02,1.54,2,365,0,Los Angeles,90019.0
552138344539839338,NATIVE Charming 1-Bedroom Serviced Apartment in LA,65654110,Alexandra,City of Los Angeles,Hollywood Hills,34.11294,-118.31997,Entire home/apt,140,30,0,,,2,360,0,Los Angeles,90068.0
28964464,Mid Mod in the City close to DTLA and Universal,45487011,Gillan,Unincorporated Areas,La Crescenta-Montrose,34.20928,-118.23131,Entire home/apt,145,3,205,2023-03-02,3.83,8,283,41,Los Angeles,91020.0
51987060,Modern 2br+Loft Apt near DTLA w/stunning view,82598928,J.C.,City of Los Angeles,Pico-Union,34.05125,-118.29487,Entire home/apt,226,7,9,2023-01-04,0.57,4,51,6,Los Angeles,90006.0
756629103085810112,凤凰居,123471361,Ji,Other Cities,Rosemead,34.0641,-118.08467,Entire home/apt,156,1,1,2023-01-06,0.48,3,361,1,Los Angeles,91770.0
11225822,Beautiful LAX/SpaceX  Private Space Rental,58500527,Isabelle,Other Cities,Gardena,33.91503,-118.32493,Private room,78,30,47,2022-12-17,0.56,1,315,4,Los Angeles,90249.0
14141706,Hip Modern 1-Bedroom Artist Bungalow,17739626,Cheryl,City of Los Angeles,Venice,33.99919,-118.46881,Entire home/apt,143,30,65,2022-03-06,0.81,11,354,0,Los Angeles,90291.0
23664569,"Walk to UCLA, Two beds & Parking!",17307391,Adam,City of Los Angeles,Westwood,34.06747,-118.45298,Private room,79,30,0,,,1,0,0,Los Angeles,90024.0
9936792,Ocean View Villa Next Santa Monica,4109200,Cy,City of Los Angeles,Pacific Palisades,34.0418,-118.54733,Private room,146,30,42,2022-09-05,0.51,2,89,14,Los Angeles,90402.0
11513734,Pleasant Koreatown apartment,60678802,Jason,City of Los Angeles,Larchmont,34.08014,-118.31032,Entire home/apt,150,30,1,2016-04-05,0.01,1,0,0,Los Angeles,90004.0
45492976,Close to Beach and Pier - The Junior Suite #4,343003932,James,Other Cities,Santa Monica,34.009808,-118.493454,Private room,315,1,133,2023-02-18,4.44,15,296,41,Los Angeles,90401.0
42892902,Bungalow Venice,217500948,Ketut,City of Los Angeles,Venice,33.99031,-118.45659,Entire home/apt,120,30,0,,,2,330,0,Los Angeles,90291.0
30127291,Luxury apartments. Best LA city View Downtown.,142142629,Aza,City of Los Angeles,Westlake,34.05049,-118.26366,Entire home/apt,350,30,1,2019-01-01,0.02,1,0,0,Los Angeles,90017.0
16326596,West Los Angeles Guest House Oasis/,103894453,Cristy,City of Los Angeles,West Los Angeles,34.04251,-118.43686,Private room,150,2,5,2023-02-07,0.07,4,149,1,Los Angeles,90025.0
44245349,Comfy Private 2BD with Parking and backyard,352387292,Valeriia,City of Los Angeles,Van Nuys,34.17344,-118.44203,Entire home/apt,115,30,3,2021-05-22,0.1,4,104,0,Los Angeles,91401.0
25011361,Penthouse Above Palm Trees in Hollywood,32598702,Alp,City of Los Angeles,Hollywood,34.09685,-118.34875,Entire home/apt,99,60,0,,,1,251,0,Los Angeles,90046.0
8811568,Private Suite in Heart of Hollywood,25589644,Judy,City of Los Angeles,Hollywood,34.09969,-118.34178,Private room,65,30,2,2015-12-17,0.02,1,0,0,Los Angeles,90028.0
44649478,House 5min Costco in CulverCity,30257270,ZJ Properties,City of Los Angeles,Mid-City,34.0372,-118.37794,Entire home/apt,92,30,1,2023-01-18,0.59,6,299,1,Los Angeles,90064.0
29441778,CHARMING 2BR/2BATH SANTA MONICA/ BEVERLY HILLS G88,58056241,Jad,City of Los Angeles,Westwood,34.06099,-118.44498,Hotel room,199,200,29,2020-01-31,0.54,8,180,0,Los Angeles,90024.0
726229759051741809,⁂Duplex⁂Self Check In⁂2 Homes in 1⁂Sleeps 20⁂AC,444889155,Alvin,Other Cities,Burbank,34.15946,-118.34092,Entire home/apt,1500,3,0,,,4,224,0,Los Angeles,91505.0
41461948,Amazing Manhattan Beach Home,32089619,Tessie,Other Cities,Manhattan Beach,33.87837,-118.38116,Private room,95,30,5,2022-08-16,0.13,2,363,1,Los Angeles,90266.0
53421174,"New, cozy unit with Private outdoor area Fire Pit",432548265,Laura,City of Los Angeles,Harbor Gateway,33.85955,-118.29704,Entire home/apt,108,2,28,2023-02-27,1.83,1,347,26,Los Angeles,90248.0
616892613551772174,Santa Monica oceanfront 1bd w/ pool & parking spot,16722030,Adam & Morgane,Other Cities,Santa Monica,34.02194,-118.50811,Entire home/apt,140,30,1,2022-07-08,0.12,1,100,1,Los Angeles,90402.0
819752762851410426,Poolside Oasis - One Bedroom,21924750,Anastasia,City of Los Angeles,Valley Village,34.16161815834504,-118.3832437209454,Entire home/apt,195,4,0,,,1,32,0,Los Angeles,91601.0
49574795,Artistic Venice Craftsman Retreat,880382,Brianne,City of Los Angeles,Venice,33.98796,-118.46495,Entire home/apt,750,30,32,2022-08-30,1.5,6,89,15,Los Angeles,90292.0
715163221954999621,Newly Remodeled Home in Northridge - Los Angeles,430595895,Alex,City of Los Angeles,Northridge,34.22721,-118.54492,Entire home/apt,370,2,14,2023-02-25,2.82,18,358,14,Los Angeles,91324.0
53465870,Beautiful Apartment in the Heart of Ocean Park,51479438,Nicole,Other Cities,Santa Monica,34.00932,-118.47564,Entire home/apt,300,30,0,,,1,365,0,Los Angeles,90405.0
3738138,Remodeled 2 bdrm apt. in Gardena,7786503,Mallorie & Pierre,Other Cities,Gardena,33.88854,-118.30585,Entire home/apt,119,3,162,2023-02-09,1.58,4,132,29,Los Angeles,90247.0
47843596,PRIVATE ROOM IN A HOUSE IN  BEAUTIFUL  MOUNTAINS,67631110,Ester,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.10994,-118.79292,Private room,84,30,4,2022-10-31,0.21,1,0,3,Los Angeles,91301.0
2298722,"210 Exec View  Nr UCLA, Food Shops bus Westwood Bl",3392276,Amir,City of Los Angeles,West Los Angeles,34.04854,-118.43528,Entire home/apt,33,30,37,2022-02-20,0.34,43,270,0,Los Angeles,90025.0
13642700,Artsy & Spacious OceanFront Bliss - Belmont Shores,1506070,Lisa,Other Cities,Long Beach,33.75947,-118.1446,Private room,75,31,128,2020-11-15,1.59,4,0,0,Los Angeles,90803.0
26205903,"Airbnb 2 bedroom, 2 bath house near Beverly hills",18940847,George And Nana,City of Los Angeles,Mid-City,34.04834,-118.37335,Entire home/apt,135,30,74,2022-02-14,1.8,2,311,0,Los Angeles,90035.0
52759336,"123 Upper Terrace Lower: Harbor Views, 3 Bd + 2 Bath + GOLF CART",271118401,Catalina Vacations,Other Cities,Avalon,33.34238,-118.3222,Entire home/apt,496,1,13,2023-02-13,0.81,110,161,10,Los Angeles,90704.0
44392672,HOLLYWOOD: 99 Walk Score - PENTHOUSE-New Building!,230016718,Sam,City of Los Angeles,Hollywood,34.10291,-118.33519,Entire home/apt,500,31,0,,,36,0,0,Los Angeles,90028.0
52494845,5BR Home Lake Balboa-Sleeps10 w Gazebo&Basketball!,1406222,Bella,City of Los Angeles,Van Nuys,34.1974,-118.48243,Entire home/apt,493,3,18,2023-01-28,1.11,2,123,11,Los Angeles,91406.0
16043009,Silverlake apartment with balcony,19585580,Carissa,City of Los Angeles,Silver Lake,34.08543,-118.28141,Entire home/apt,150,30,0,,,1,365,0,Los Angeles,90029.0
54066485,*Downtown LA*   Bright Colorful Spacious loft,24709144,Monique,City of Los Angeles,Central-Alameda,34.00627,-118.24074,Entire home/apt,175,30,1,2023-03-04,1.0,7,176,1,Los Angeles,90058.0
23579737,LA Human Story (휴먼 스토리) 남자방 DORMITORY-05,173872233,Lee,City of Los Angeles,Arlington Heights,34.04846,-118.318,Shared room,30,30,8,2020-03-01,0.13,26,0,0,Los Angeles,90019.0
40641598,1920s 2Bed/1Bath Apt at 5th & California Ave,891818,Nicole,Other Cities,Santa Monica,34.02341,-118.50193,Entire home/apt,170,31,6,2022-08-13,0.19,136,157,1,Los Angeles,90401.0
8741669,Rose Room w/ Private Entrance & Free Parking,40095109,Dana,City of Los Angeles,Koreatown,34.05615,-118.30232,Private room,45,30,240,2023-01-17,2.67,6,179,2,Los Angeles,90006.0
54278772,"Luxurious Home with Private Hot Tub, Free WiFi, Ping-Pong Table, Game Room",111814852,Vacasa California,City of Los Angeles,Bel-Air,34.08281,-118.4355,Entire home/apt,20125,30,0,,,9,362,0,Los Angeles,90095.0
31355151,分租独立单房Subletting bedroom for Female Only,159559704,Yf,Other Cities,Monterey Park,34.06478,-118.12495,Private room,31,3,3,2019-07-31,0.06,1,0,0,Los Angeles,91754.0
9158039,Garden Apartment 4 blocks to beach,22958338,Shawn,Other Cities,Santa Monica,33.99951,-118.47833,Entire home/apt,110,31,2,2021-05-02,0.04,2,0,0,Los Angeles,90405.0
241906,"One Private Room in Studio City, CA",1242157,Catherine,City of Los Angeles,Studio City,34.14461,-118.4158,Private room,200,30,0,,,1,0,0,Los Angeles,91604.0
15563132,"Private entrance, room & bath 1.9 miles to beach",44298306,Ellen,Other Cities,Santa Monica,34.01111,-118.45749,Private room,115,2,362,2023-03-05,4.98,1,21,42,Los Angeles,90405.0
811689093093311826,"5 Bd Modern Paradise | Theater, Gym, Pool w/ Slide",72933825,The Maimon Group,City of Los Angeles,Encino,34.153561833867904,-118.5084924861094,Entire home/apt,1649,3,0,,,64,355,0,Los Angeles,91316.0
633973862322487193,Cheerful 5 Bedroom Home with free parking,460729435,Bella,City of Los Angeles,Sun Valley,34.21144,-118.37849,Entire home/apt,312,30,0,,,1,364,0,Los Angeles,91352.0
48770981,Exquisite Hollywood Studio - Fully Furnished,112952162,Adel,City of Los Angeles,Hollywood,34.10068,-118.34615,Entire home/apt,105,31,8,2022-11-24,0.37,75,167,5,Los Angeles,90046.0
654063832168075384,Santa Monica Oasis 1BR yard. Dog okay. Private.,22489836,Smitha,Other Cities,Santa Monica,34.00623336530216,-118.46869330854214,Entire home/apt,168,1,11,2023-03-04,4.18,1,29,11,Los Angeles,90405.0
43037126,MAISON SUNSET 6bdrs 5bthrs,20073379,B&L Beauty&Luxury,City of Los Angeles,Hollywood,34.09861,-118.35497,Entire home/apt,1900,31,0,,,16,365,0,Los Angeles,90046.0
709372093979626658,Luxury 3 Bed/2.5 Bath Home In Central Los Angeles,3665990,Tyler And Brandy,Unincorporated Areas,View Park-Windsor Hills,34.00548,-118.33518,Entire home/apt,320,3,14,2023-02-25,2.37,2,37,14,Los Angeles,90008.0
38901190,Private Hollywood Studio - Fully Furnished,112952162,Adel,City of Los Angeles,Hollywood,34.10273,-118.34812,Entire home/apt,105,31,12,2022-12-14,0.29,75,177,3,Los Angeles,90046.0
42440656,Prime Hollywood Bungalow,304175179,Melissa,City of Los Angeles,Hollywood,34.09609,-118.33891,Entire home/apt,79,30,40,2023-01-24,1.08,2,90,1,Los Angeles,90028.0
12934059,charming one bedroom in amazing location,52698897,David,Other Cities,Santa Monica,34.02379,-118.48699,Entire home/apt,194,1,106,2023-03-04,1.32,1,278,54,Los Angeles,90403.0
35673125,Pasadena  single house 562B 独立平房.1房1厅1厨1浴,184713473,Winnie,Unincorporated Areas,East Pasadena,34.13604,-118.07211,Entire home/apt,125,1,136,2023-02-16,3.03,10,357,30,Los Angeles,91107.0
41230917,Lovely 1BR in Los Angeles Near Metro + Parking,48005494,Zeus,City of Los Angeles,Cheviot Hills,34.0314,-118.40073,Entire home/apt,143,31,2,2021-12-16,0.07,134,305,0,Los Angeles,90034.0
7579575,Private Estate-Like Dream,21458609,At-Homeness Vacation Rentals,City of Los Angeles,Hollywood Hills,34.11593,-118.31634,Entire home/apt,875,30,15,2019-11-10,0.16,39,120,0,Los Angeles,90068.0
767518523638259741,Shared Room,352801912,Oz,City of Los Angeles,Vermont-Slauson,33.97489,-118.2836,Shared room,31,30,0,,,5,364,0,Los Angeles,90044.0
743654264886285607,Spacious 2 Bedroom Apartment/ Parking avalibe,123484150,Yael,City of Los Angeles,Century City,34.0518281,-118.4156627,Entire home/apt,140,30,1,2023-01-08,0.5,2,281,1,Los Angeles,90064.0
644793689045293287,Private Bedroom & Bath w/ Endless Amentities!,462374871,Bridget,Other Cities,Covina,34.1034111,-117.8899071,Private room,75,1,3,2022-08-09,0.34,1,364,3,Los Angeles,91722.0
816466111630884655,Amazing Studio! Near DTLA!,325158648,Kimberly Anne,City of Los Angeles,Westlake,34.05899525442654,-118.2702015441868,Private room,84,1,0,,,1,359,0,Los Angeles,90057.0
14388223,"Location, Location, Location! Heart of Hollywood!",22396831,Teresa,City of Los Angeles,Hollywood,34.10198,-118.3393,Entire home/apt,206,30,0,,,3,0,0,Los Angeles,90028.0
23579642,LA Human Story (휴먼 스토리) 남자방 DORMITORY-02,173872233,Lee,City of Los Angeles,Arlington Heights,34.04846,-118.318,Shared room,30,30,2,2019-11-02,0.03,26,0,0,Los Angeles,90019.0
32876681,Santa Monica Beach 1 bedroom steps from the Sand,247351004,Steven,City of Los Angeles,Venice,33.99613,-118.48063,Entire home/apt,100,30,2,2019-06-01,0.04,1,0,0,Los Angeles,90291.0
714012484518290682,"New! Sunny Private Bedroom, Bath, and Loft Space",18935064,Savannah,City of Los Angeles,West Los Angeles,34.04861,-118.43539,Private room,74,30,0,,,1,166,0,Los Angeles,90025.0
50604820,"Sherman Oaks 1BR w/ Pool, Gym, Lounge, nr TJ & WF",107434423,Blueground,City of Los Angeles,Sherman Oaks,34.15912,-118.44017,Entire home/apt,144,31,1,2022-02-15,0.08,717,278,0,Los Angeles,91423.0
600186188375561129,Luxury Hollywood 1-Bedroom w/ Balcony & Parking,3872400,Warren,City of Los Angeles,Hollywood,34.10307,-118.35234,Entire home/apt,123,30,4,2023-03-01,0.52,1,341,4,Los Angeles,90046.0
19384255,LA Home 4 U,84139578,Zaida,Unincorporated Areas,East Los Angeles,34.03285,-118.14624,Entire home/apt,127,2,254,2023-02-19,3.7,1,130,59,Los Angeles,90022.0
39633554,Modern 4 Bedroom Beach House 2 blocks to the sand!,33773049,Justin,City of Los Angeles,Venice,33.97925,-118.46572,Entire home/apt,439,2,116,2023-02-11,2.85,1,121,39,Los Angeles,90292.0
39607737,Comfy Couch to lay your head!,41160666,Laura,City of Los Angeles,Northridge,34.24122,-118.56091,Shared room,75,30,0,,,1,88,0,Los Angeles,103.0
2432453,Cozy Cottage in Burbank's Equestrian District,5990076,Jane,Other Cities,Burbank,34.15055,-118.33259,Entire home/apt,191,2,366,2023-03-05,3.47,3,325,50,Los Angeles,91505.0
51806780,Cozy Beach Home Stroll to 2nd St/Beach/Parking/AC,201692671,Sovina,Other Cities,Long Beach,33.76287,-118.14188,Entire home/apt,269,2,50,2023-02-25,3.03,1,329,39,Los Angeles,90803.0
5220717,A Hideaway . . .,26302393,Polen,Other Cities,Long Beach,33.77223,-118.14713,Entire home/apt,99,31,12,2021-05-14,0.14,4,354,0,Los Angeles,90814.0
16546897,West Hills Home - 3 miles to Warner Center,108916025,Radha,City of Los Angeles,West Hills,34.1935,-118.64188,Entire home/apt,80,31,24,2019-09-01,0.33,2,0,0,Los Angeles,91304.0
33584752,Lovely 3 Bedroom home -Los Angeles area (Encino),66631006,Alan,City of Los Angeles,Encino,34.15746,-118.51949,Entire home/apt,6000,30,0,,,1,0,0,Los Angeles,91316.0
40331601,"Private Oasis Hollywood Hills, Views, gem central",6337221,Billy,City of Los Angeles,Hollywood Hills,34.12758,-118.35057,Entire home/apt,276,3,19,2023-02-20,0.5,3,132,5,Los Angeles,91608.0
579927,Spacious DESIGNER HOUSE in heart of Venice Beach,2852812,Elena & Michael,City of Los Angeles,Venice,33.98185,-118.46691,Entire home/apt,699,3,109,2023-01-04,1.01,5,172,23,Los Angeles,90291.0
24940069,Tarzana large home,31661998,Sylvia,City of Los Angeles,Tarzana,34.16454,-118.54897,Entire home/apt,1095,2,7,2023-01-31,0.13,1,89,1,Los Angeles,91356.0
10123236,Private Guesthouse With 2 Bedrooms,51948552,Arleen,Unincorporated Areas,Charter Oak,34.10155,-117.8387,Entire home/apt,94,2,430,2023-02-19,4.95,1,215,55,Los Angeles,91724.0
49211507,Spacious private guest house with pool and hot tub,36493958,Denise,City of Los Angeles,Van Nuys,34.19814,-118.46971,Entire home/apt,200,1,3,2023-02-23,0.33,1,96,3,Los Angeles,91406.0
1964828,"COOL, CLEAN LA Apt- NR HOLLYWOOD & DTWN LA!",1317513,Arun,City of Los Angeles,Glassell Park,34.11707,-118.23089,Entire home/apt,221,2,72,2023-03-06,0.67,1,250,7,Los Angeles,90065.0
8610414,⭐️ Spacious 2/2 steps to the beach,1458653,Lauren,City of Los Angeles,Venice,33.98393,-118.46952,Entire home/apt,300,30,94,2022-06-07,1.05,23,84,1,Los Angeles,90291.0
8028210,WillardZ - Dream House,42389873,Deshun,City of Los Angeles,Gramercy Park,33.95394,-118.30476,Private room,300,31,3,2017-07-08,0.04,4,364,0,Los Angeles,90047.0
733282269219189474,Tropical Suite In A Mansion,401130632,Scott And Jino,City of Los Angeles,Sherman Oaks,34.16443,-118.45479,Private room,89,30,0,,,663,364,0,Los Angeles,91403.0
54281435,Furnished Bedroom with Private Balcony and Pool 🌇,175209581,Kandon,Other Cities,West Hollywood,34.08964,-118.35756,Private room,225,3,0,,,13,365,0,Los Angeles,90046.0
673982955599405434,"2BD Renovated Guest House w/ Private Patio, Pkg",372831362,Eileen,City of Los Angeles,Valley Glen,34.17399,-118.39894,Entire home/apt,120,30,2,2023-02-16,0.9,1,260,2,Los Angeles,91607.0
804329851624096759,KC.A2y - Cozy Clean Private AC Room w/ 2 Twin Beds,222769743,John,Other Cities,Glendale,34.12397358237552,-118.25845965831982,Private room,46,30,1,2023-02-05,0.94,7,82,1,Los Angeles,90039.0
599423811276035869,Contemporary BRw/BA and Balcony with Gorgeous View,82554112,Jul,Other Cities,Alhambra,34.07907,-118.14199,Private room,103,2,13,2023-02-18,1.65,1,152,13,Los Angeles,91803.0
699479271705924446,Live on the Edge: Epic Views + 5 mins to Sea,48735031,Shiva,Other Cities,Malibu,34.04189,-118.74142,Entire home/apt,177,2,15,2023-02-20,2.63,2,303,15,Los Angeles,90265.0
22061592,Full house Easy to USC 1,76546433,Dawn,City of Los Angeles,Exposition Park,34.02232,-118.31524,Private room,45,31,53,2019-12-24,0.84,2,0,0,Los Angeles,90018.0
42717802,Glendale Mountain Oasis Home!+PRIVATE #10101021020,261880684,Elise & Charlie,Other Cities,Glendale,34.23481,-118.25503,Entire home/apt,162,3,29,2023-02-20,0.84,16,235,17,Los Angeles,91214.0
728585083693150264,Unique Modern Estate On Sunset Plaza,57331521,Jennifer,City of Los Angeles,Hollywood Hills West,34.11015,-118.37704,Entire home/apt,3799,3,0,,,35,365,0,Los Angeles,90046.0
774734430348617400,6413 1#San Gabriel Deluxe Suite,436449681,Alice,Unincorporated Areas,East San Gabriel,34.11637,-118.07656,Private room,53,1,1,2023-01-22,0.65,27,362,1,Los Angeles,91775.0
53185683,Oceanfront Point Dume garden oasis bungalow with amazing views,429429981,Vacasa California,Other Cities,Malibu,34.00458,-118.80926,Entire home/apt,718,3,6,2022-09-21,0.55,14,359,6,Los Angeles,90265.0
637006231444837032,Cozy Alhambra 3BR | Near Downtown Los Angeles,149883881,Darryl,Other Cities,Alhambra,34.09772,-118.13382,Entire home/apt,128,1,25,2023-02-23,2.7,4,156,25,Los Angeles,91801.0
768097768965468316,Solitude,488875818,Kenya,Other Cities,Lynwood,33.90708,-118.19301,Private room,58,1,1,2022-12-23,0.4,1,39,1,Los Angeles,90267.0
24445091,Compact Style,54381355,James,Other Cities,West Hollywood,34.08335,-118.38753,Entire home/apt,109,30,27,2023-02-28,0.46,1,312,5,Los Angeles,90069.0
44602566,"H1872: Luxurious 3 Bdrm Villa, Stunning Ocean Views, 6 Seater Cart, WIFI",271118401,Catalina Vacations,Unincorporated Areas,Unincorporated Catalina Island,33.35605,-118.33086,Entire home/apt,897,1,4,2022-05-08,0.16,110,183,1,Los Angeles,90704.0
760473887681252502,Secret Spa in Los Angeles,112138367,Cindy,Other Cities,Calabasas,34.12127,-118.66176,Entire home/apt,1900,1,0,,,2,364,0,Los Angeles,91302.0
43628388,"Charming Home Near SOFI Stadium, Forum, DTLA, LAX",100433085,Lilian,Unincorporated Areas,Westmont,33.93156,-118.30534,Entire home/apt,142,2,159,2023-02-25,4.79,1,286,45,Los Angeles,90047.0
659604917561973926,Located In The Heart Of The West Side,54291347,Monica,City of Los Angeles,Mar Vista,34.02004,-118.42801,Entire home/apt,300,1,15,2023-03-02,1.98,1,291,15,Los Angeles,90066.0
758114243518408230,Stylish Home in Walkable Los Feliz Neighborhood,296847500,Stay LA,Other Cities,Glendale,34.15348,-118.25409,Entire home/apt,119,2,3,2023-02-17,1.02,9,159,3,Los Angeles,91203.0
48195893,Luxury 2BR apt in the Heart of West Hollywood,351699268,Chanan,Other Cities,West Hollywood,34.09257,-118.36416,Entire home/apt,259,30,2,2022-05-01,0.1,12,331,1,Los Angeles,90046.0
14036741,"Beautiful DTLA Loft with Stunning Views, Rooftop Pool & Spa",66841417,Bill,City of Los Angeles,Downtown,34.0491,-118.2508,Entire home/apt,160,1,541,2023-03-03,6.73,1,241,71,Los Angeles,90013.0
606820446523804174,Luxury Hacienda villa (guesthouse private unit #2),453835551,Franck,Unincorporated Areas,Hacienda Heights,34.00769,-117.979,Entire home/apt,138,3,16,2023-01-01,1.5,11,356,16,Los Angeles,91745.0
720210391456465179,Private Designer Suite In A Mansion,401130632,Scott And Jino,City of Los Angeles,Sherman Oaks,34.16393,-118.45498,Private room,89,30,3,2022-11-26,0.67,663,364,3,Los Angeles,91403.0
710279757130119559,East Hollywood Home Near Many Attractions,456226822,"Rachelle, Rose & Yan",City of Los Angeles,East Hollywood,34.08803,-118.30135,Entire home/apt,414,2,10,2023-03-04,1.99,2,158,10,Los Angeles,90029.0
39969490,Get away,279140291,Jesus,City of Los Angeles,Downtown,34.03536,-118.27172,Entire home/apt,80,30,0,,,1,0,0,Los Angeles,90015.0
766091614504869430,Stylish Newly-Renovated Farmhouse,488786743,Ekua,City of Los Angeles,Valley Glen,34.1852359,-118.4391975,Entire home/apt,300,30,2,2023-03-04,1.15,1,109,2,Los Angeles,91401.0
53564416,Cozy 1-Bedroom w/Driveway,41223475,Brittany,Other Cities,Glendale,34.1358,-118.26154,Entire home/apt,98,1,21,2023-02-20,2.47,1,3,21,Los Angeles,91204.0
899872,Arts District Private Room 218,156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,50,2,27,2022-12-22,0.24,13,359,10,Los Angeles,90012.0
